,Registration Date,fips,size
4587,23/05/2020,1460,2
4588,23/05/2020,1462,1
4589,23/05/2020,1463,2
4590,23/05/2020,1464,1
4591,23/05/2020,1466,2
4592,23/05/2020,1468,5
4593,23/05/2020,1499,1
4594,23/05/2020,1500,1
4595,23/05/2020,1502,1
4596,23/05/2020,1503,6
4597,23/05/2020,1508,1
4598,23/05/2020,1513,1
4599,23/05/2020,1516,1
4600,23/05/2020,1520,2
4601,23/05/2020,1522,1
4602,23/05/2020,1523,2
4603,23/05/2020,1558,2
4604,23/05/2020,1567,1
4605,23/05/2020,1576,2
4606,23/05/2020,1578,1
4607,23/05/2020,1579,1
4608,23/05/2020,1580,1
4609,23/05/2020,1582,3
4610,23/05/2020,1583,1
4611,23/05/2020,1616,1
4612,23/05/2020,1628,3
4613,23/05/2020,1629,2
4614,23/05/2020,1631,2
4615,23/05/2020,1634,1
4616,23/05/2020,1637,1
4617,23/05/2020,1664,5
4618,23/05/2020,1673,1
4619,23/05/2020,1683,1
4620,23/05/2020,1687,11
4621,23/05/2020,1693,1
4622,23/05/2020,1725,2
4623,23/05/2020,1726,1
4624,23/05/2020,1730,1
4625,23/05/2020,1731,2
4626,23/05/2020,1740,3
4627,23/05/2020,1741,2
4628,23/05/2020,1743,1
4629,23/05/2020,1744,1
4630,23/05/2020,1781,1
4631,23/05/2020,1796,1
4632,23/05/2020,1799,1
4633,23/05/2020,1804,1
4634,23/05/2020,1835,1
4635,23/05/2020,1841,2
4636,23/05/2020,1855,1
4637,23/05/2020,1891,4
4638,23/05/2020,1917,1
4639,23/05/2020,1947,1
4640,23/05/2020,1951,1
4641,23/05/2020,2002,2
4642,23/05/2020,2007,1
4643,23/05/2020,2056,1
4644,23/05/2020,2060,1
4645,23/05/2020,2064,1
4646,23/05/2020,2071,3
4647,23/05/2020,2083,1
4648,23/05/2020,2166,1
4649,23/05/2020,2232,1
4650,23/05/2020,2238,2
4651,23/05/2020,2281,1
4652,23/05/2020,2337,1
4653,23/05/2020,2393,2
4654,23/05/2020,2446,1
4740,24/05/2020,578,7
4741,24/05/2020,694,1
4742,24/05/2020,695,1
4743,24/05/2020,802,1
4744,24/05/2020,803,1
4745,24/05/2020,804,2
4746,24/05/2020,868,1
4747,24/05/2020,869,1
4748,24/05/2020,910,1
4749,24/05/2020,911,1
4750,24/05/2020,918,1
4751,24/05/2020,919,1
4752,24/05/2020,946,1
4753,24/05/2020,948,1
4754,24/05/2020,950,1
4755,24/05/2020,951,6
4756,24/05/2020,953,1
4757,24/05/2020,966,1
4758,24/05/2020,971,1
4759,24/05/2020,973,1
4760,24/05/2020,1005,1
4761,24/05/2020,1021,1
4762,24/05/2020,1022,1
4763,24/05/2020,1023,2
4764,24/05/2020,1026,1
4765,24/05/2020,1028,1
4766,24/05/2020,1030,1
4767,24/05/2020,1061,1
4768,24/05/2020,1062,2
4769,24/05/2020,1063,1
4770,24/05/2020,1072,2
4771,24/05/2020,1073,1
4772,24/05/2020,1076,2
4773,24/05/2020,1078,1
4774,24/05/2020,1079,2
4775,24/05/2020,1082,2
4776,24/05/2020,1089,1
4777,24/05/2020,1116,2
4778,24/05/2020,1117,2
4779,24/05/2020,1128,4
4780,24/05/2020,1137,1
4781,24/05/2020,1144,1
4782,24/05/2020,1183,2
4783,24/05/2020,1184,1
4784,24/05/2020,1185,1
4785,24/05/2020,1192,1
4786,24/05/2020,1196,1
4787,24/05/2020,1227,1
4788,24/05/2020,1230,1
4789,24/05/2020,1231,1
4790,24/05/2020,1233,2
4791,24/05/2020,1239,4
4792,24/05/2020,1243,1
4793,24/05/2020,1249,1
4794,24/05/2020,1250,1
4795,24/05/2020,1291,1
4796,24/05/2020,1293,4
4797,24/05/2020,1296,2
4798,24/05/2020,1299,2
4799,24/05/2020,1302,1
4800,24/05/2020,1303,1
4801,24/05/2020,1338,1
4802,24/05/2020,1342,1
4803,24/05/2020,1349,1
4804,24/05/2020,1351,5
4805,24/05/2020,1355,1
4806,24/05/2020,1358,1
4807,24/05/2020,1360,1
4808,24/05/2020,1389,1
4809,24/05/2020,1393,1
4810,24/05/2020,1399,1
4811,24/05/2020,1405,1
4812,24/05/2020,1406,1
4813,24/05/2020,1407,1
4814,24/05/2020,1408,2
4815,24/05/2020,1413,1
4816,24/05/2020,1416,2
4817,24/05/2020,1419,1
4818,24/05/2020,1453,1
4819,24/05/2020,1458,1
4820,24/05/2020,1460,2
4821,24/05/2020,1461,1
4822,24/05/2020,1464,2
4823,24/05/2020,1465,1
4824,24/05/2020,1468,3
4825,24/05/2020,1471,6
4826,24/05/2020,1473,1
4827,24/05/2020,1501,1
4828,24/05/2020,1503,1
4829,24/05/2020,1512,1
4830,24/05/2020,1515,3
4831,24/05/2020,1516,1
4832,24/05/2020,1519,1
4833,24/05/2020,1522,1
4834,24/05/2020,1523,2
4835,24/05/2020,1524,1
4836,24/05/2020,1526,3
4837,24/05/2020,1527,1
4838,24/05/2020,1570,1
4839,24/05/2020,1572,1
4840,24/05/2020,1573,1
4841,24/05/2020,1580,4
4842,24/05/2020,1583,1
4843,24/05/2020,1622,1
4844,24/05/2020,1628,2
4845,24/05/2020,1629,2
4846,24/05/2020,1631,1
4847,24/05/2020,1639,3
4848,24/05/2020,1682,2
4849,24/05/2020,1683,3
4850,24/05/2020,1685,1
4851,24/05/2020,1686,1
4852,24/05/2020,1690,6
4853,24/05/2020,1691,2
4854,24/05/2020,1731,1
4855,24/05/2020,1734,1
4856,24/05/2020,1735,2
4857,24/05/2020,1740,3
4858,24/05/2020,1742,1
4859,24/05/2020,1747,3
4860,24/05/2020,1748,1
4861,24/05/2020,1795,1
4862,24/05/2020,1798,3
4863,24/05/2020,1799,3
4864,24/05/2020,1800,1
4865,24/05/2020,1801,2
4866,24/05/2020,1803,1
4867,24/05/2020,1834,2
4868,24/05/2020,1848,7
4869,24/05/2020,1853,1
4870,24/05/2020,1854,1
4871,24/05/2020,1855,1
4872,24/05/2020,1857,2
4873,24/05/2020,1860,1
4874,24/05/2020,1876,1
4875,24/05/2020,1891,6
4876,24/05/2020,1903,2
4877,24/05/2020,1909,1
4878,24/05/2020,1910,1
4879,24/05/2020,1911,1
4880,24/05/2020,1912,1
4881,24/05/2020,1913,1
4882,24/05/2020,1914,3
4883,24/05/2020,1948,1
4884,24/05/2020,1951,3
4885,24/05/2020,1962,1
4886,24/05/2020,1967,5
4887,24/05/2020,1970,1
4888,24/05/2020,1984,1
4889,24/05/2020,1996,1
4890,24/05/2020,2006,1
4891,24/05/2020,2010,1
4892,24/05/2020,2015,3
4893,24/05/2020,2017,1
4894,24/05/2020,2020,1
4895,24/05/2020,2022,1
4896,24/05/2020,2023,2
4897,24/05/2020,2073,1
4898,24/05/2020,2115,1
4899,24/05/2020,2120,1
4900,24/05/2020,2187,5
4901,24/05/2020,2243,1
4902,24/05/2020,2335,1
4903,24/05/2020,2391,1
5005,25/05/2020,412,1
5006,25/05/2020,525,1
5007,25/05/2020,529,2
5008,25/05/2020,585,1
5009,25/05/2020,689,1
5010,25/05/2020,750,2
5011,25/05/2020,836,1
5012,25/05/2020,857,1
5013,25/05/2020,860,2
5014,25/05/2020,869,1
5015,25/05/2020,910,2
5016,25/05/2020,911,2
5017,25/05/2020,912,1
5018,25/05/2020,913,1
5019,25/05/2020,915,1
5020,25/05/2020,918,1
5021,25/05/2020,921,1
5022,25/05/2020,947,1
5023,25/05/2020,952,1
5024,25/05/2020,963,1
5025,25/05/2020,970,1
5026,25/05/2020,971,2
5027,25/05/2020,972,2
5028,25/05/2020,974,2
5029,25/05/2020,1005,1
5030,25/05/2020,1021,2
5031,25/05/2020,1026,3
5032,25/05/2020,1028,2
5033,25/05/2020,1032,1
5034,25/05/2020,1067,1
5035,25/05/2020,1073,3
5036,25/05/2020,1077,1
5037,25/05/2020,1080,1
5038,25/05/2020,1081,1
5039,25/05/2020,1082,4
5040,25/05/2020,1083,2
5041,25/05/2020,1084,2
5042,25/05/2020,1088,2
5043,25/05/2020,1111,1
5044,25/05/2020,1113,1
5045,25/05/2020,1115,1
5046,25/05/2020,1116,1
5047,25/05/2020,1117,1
5048,25/05/2020,1118,1
5049,25/05/2020,1119,1
5050,25/05/2020,1124,1
5051,25/05/2020,1128,1
5052,25/05/2020,1131,3
5053,25/05/2020,1133,1
5054,25/05/2020,1134,1
5055,25/05/2020,1135,1
5056,25/05/2020,1136,2
5057,25/05/2020,1137,2
5058,25/05/2020,1138,3
5059,25/05/2020,1142,1
5060,25/05/2020,1143,1
5061,25/05/2020,1170,2
5062,25/05/2020,1171,1
5063,25/05/2020,1172,1
5064,25/05/2020,1174,1
5065,25/05/2020,1177,1
5066,25/05/2020,1179,1
5067,25/05/2020,1184,1
5068,25/05/2020,1191,2
5069,25/05/2020,1193,1
5070,25/05/2020,1194,1
5071,25/05/2020,1195,2
5072,25/05/2020,1198,1
5073,25/05/2020,1227,3
5074,25/05/2020,1231,1
5075,25/05/2020,1243,1
5076,25/05/2020,1249,1
5077,25/05/2020,1251,1
5078,25/05/2020,1252,1
5079,25/05/2020,1279,1
5080,25/05/2020,1280,1
5081,25/05/2020,1287,2
5082,25/05/2020,1294,1
5083,25/05/2020,1295,2
5084,25/05/2020,1299,2
5085,25/05/2020,1334,1
5086,25/05/2020,1340,2
5087,25/05/2020,1349,1
5088,25/05/2020,1350,11
5089,25/05/2020,1351,4
5090,25/05/2020,1353,1
5091,25/05/2020,1357,1
5092,25/05/2020,1358,1
5093,25/05/2020,1360,1
5094,25/05/2020,1361,2
5095,25/05/2020,1365,1
5096,25/05/2020,1389,1
5097,25/05/2020,1397,1
5098,25/05/2020,1398,1
5099,25/05/2020,1408,1
5100,25/05/2020,1411,1
5101,25/05/2020,1415,1
5102,25/05/2020,1416,2
5103,25/05/2020,1444,3
5104,25/05/2020,1447,1
5105,25/05/2020,1457,1
5106,25/05/2020,1459,1
5107,25/05/2020,1460,1
5108,25/05/2020,1463,2
5109,25/05/2020,1464,1
5110,25/05/2020,1465,1
5111,25/05/2020,1468,5
5112,25/05/2020,1469,1
5113,25/05/2020,1470,1
5114,25/05/2020,1471,2
5115,25/05/2020,1474,1
5116,25/05/2020,1501,1
5117,25/05/2020,1512,1
5118,25/05/2020,1513,4
5119,25/05/2020,1515,1
5120,25/05/2020,1520,1
5121,25/05/2020,1522,2
5122,25/05/2020,1524,1
5123,25/05/2020,1526,1
5124,25/05/2020,1529,1
5125,25/05/2020,1567,4
5126,25/05/2020,1580,2
5127,25/05/2020,1581,1
5128,25/05/2020,1586,3
5129,25/05/2020,1587,1
5130,25/05/2020,1612,3
5131,25/05/2020,1618,1
5132,25/05/2020,1622,1
5133,25/05/2020,1623,1
5134,25/05/2020,1627,1
5135,25/05/2020,1628,1
5136,25/05/2020,1634,3
5137,25/05/2020,1635,1
5138,25/05/2020,1638,2
5139,25/05/2020,1666,2
5140,25/05/2020,1675,5
5141,25/05/2020,1676,3
5142,25/05/2020,1679,2
5143,25/05/2020,1681,1
5144,25/05/2020,1683,2
5145,25/05/2020,1686,1
5146,25/05/2020,1692,1
5147,25/05/2020,1695,1
5148,25/05/2020,1725,1
5149,25/05/2020,1726,4
5150,25/05/2020,1727,3
5151,25/05/2020,1730,2
5152,25/05/2020,1731,12
5153,25/05/2020,1735,1
5154,25/05/2020,1740,4
5155,25/05/2020,1741,3
5156,25/05/2020,1742,1
5157,25/05/2020,1744,1
5158,25/05/2020,1746,1
5159,25/05/2020,1781,1
5160,25/05/2020,1783,1
5161,25/05/2020,1784,1
5162,25/05/2020,1786,1
5163,25/05/2020,1796,1
5164,25/05/2020,1797,3
5165,25/05/2020,1800,1
5166,25/05/2020,1805,1
5167,25/05/2020,1837,1
5168,25/05/2020,1839,3
5169,25/05/2020,1840,3
5170,25/05/2020,1853,1
5171,25/05/2020,1854,1
5172,25/05/2020,1858,1
5173,25/05/2020,1888,1
5174,25/05/2020,1893,1
5175,25/05/2020,1895,4
5176,25/05/2020,1903,1
5177,25/05/2020,1910,3
5178,25/05/2020,1911,1
5179,25/05/2020,1916,1
5180,25/05/2020,1944,1
5181,25/05/2020,2005,3
5182,25/05/2020,2006,1
5183,25/05/2020,2025,1
5184,25/05/2020,2058,1
5185,25/05/2020,2059,1
5186,25/05/2020,2120,1
5187,25/05/2020,2121,1
5188,25/05/2020,2133,1
5189,25/05/2020,2168,1
5190,25/05/2020,2189,1
5191,25/05/2020,2275,1
5192,25/05/2020,2282,1
5193,25/05/2020,2338,1
5194,25/05/2020,2388,1
5195,25/05/2020,2396,1
5302,26/05/2020,420,1
5303,26/05/2020,536,1
5304,26/05/2020,589,1
5305,26/05/2020,683,1
5306,26/05/2020,748,1
5307,26/05/2020,802,1
5308,26/05/2020,835,2
5309,26/05/2020,857,1
5310,26/05/2020,861,1
5311,26/05/2020,906,1
5312,26/05/2020,910,1
5313,26/05/2020,911,1
5314,26/05/2020,912,1
5315,26/05/2020,919,1
5316,26/05/2020,920,1
5317,26/05/2020,949,1
5318,26/05/2020,950,1
5319,26/05/2020,974,2
5320,26/05/2020,1005,1
5321,26/05/2020,1006,1
5322,26/05/2020,1007,2
5323,26/05/2020,1011,2
5324,26/05/2020,1025,1
5325,26/05/2020,1028,1
5326,26/05/2020,1029,3
5327,26/05/2020,1031,1
5328,26/05/2020,1032,1
5329,26/05/2020,1061,1
5330,26/05/2020,1063,1
5331,26/05/2020,1064,5
5332,26/05/2020,1067,1
5333,26/05/2020,1072,1
5334,26/05/2020,1073,1
5335,26/05/2020,1083,3
5336,26/05/2020,1084,1
5337,26/05/2020,1085,1
5338,26/05/2020,1088,1
5339,26/05/2020,1090,1
5340,26/05/2020,1115,1
5341,26/05/2020,1121,1
5342,26/05/2020,1122,1
5343,26/05/2020,1137,2
5344,26/05/2020,1138,1
5345,26/05/2020,1139,1
5346,26/05/2020,1140,3
5347,26/05/2020,1141,1
5348,26/05/2020,1142,1
5349,26/05/2020,1146,2
5350,26/05/2020,1171,1
5351,26/05/2020,1172,1
5352,26/05/2020,1176,1
5353,26/05/2020,1184,1
5354,26/05/2020,1185,1
5355,26/05/2020,1191,4
5356,26/05/2020,1192,9
5357,26/05/2020,1193,4
5358,26/05/2020,1197,2
5359,26/05/2020,1201,1
5360,26/05/2020,1224,1
5361,26/05/2020,1245,2
5362,26/05/2020,1248,1
5363,26/05/2020,1282,1
5364,26/05/2020,1299,1
5365,26/05/2020,1300,1
5366,26/05/2020,1304,1
5367,26/05/2020,1310,1
5368,26/05/2020,1334,1
5369,26/05/2020,1337,1
5370,26/05/2020,1350,1
5371,26/05/2020,1351,5
5372,26/05/2020,1356,2
5373,26/05/2020,1357,1
5374,26/05/2020,1404,3
5375,26/05/2020,1405,5
5376,26/05/2020,1408,1
5377,26/05/2020,1409,5
5378,26/05/2020,1415,2
5379,26/05/2020,1416,2
5380,26/05/2020,1459,3
5381,26/05/2020,1460,2
5382,26/05/2020,1466,1
5383,26/05/2020,1468,3
5384,26/05/2020,1469,1
5385,26/05/2020,1470,1
5386,26/05/2020,1471,1
5387,26/05/2020,1472,1
5388,26/05/2020,1473,1
5389,26/05/2020,1512,1
5390,26/05/2020,1513,1
5391,26/05/2020,1515,8
5392,26/05/2020,1522,2
5393,26/05/2020,1523,1
5394,26/05/2020,1524,2
5395,26/05/2020,1526,2
5396,26/05/2020,1528,2
5397,26/05/2020,1529,1
5398,26/05/2020,1568,2
5399,26/05/2020,1579,1
5400,26/05/2020,1580,1
5401,26/05/2020,1581,3
5402,26/05/2020,1627,2
5403,26/05/2020,1630,5
5404,26/05/2020,1631,1
5405,26/05/2020,1633,1
5406,26/05/2020,1634,1
5407,26/05/2020,1636,1
5408,26/05/2020,1637,1
5409,26/05/2020,1685,1
5410,26/05/2020,1689,2
5411,26/05/2020,1691,1
5412,26/05/2020,1725,1
5413,26/05/2020,1731,1
5414,26/05/2020,1740,1
5415,26/05/2020,1741,1
5416,26/05/2020,1742,1
5417,26/05/2020,1744,1
5418,26/05/2020,1779,1
5419,26/05/2020,1793,2
5420,26/05/2020,1798,1
5421,26/05/2020,1835,1
5422,26/05/2020,1836,1
5423,26/05/2020,1840,4
5424,26/05/2020,1857,1
5425,26/05/2020,1895,1
5426,26/05/2020,1911,1
5427,26/05/2020,1912,1
5428,26/05/2020,1914,1
5429,26/05/2020,1919,1
5430,26/05/2020,1940,1
5431,26/05/2020,1965,2
5432,26/05/2020,1967,1
5433,26/05/2020,1971,1
5434,26/05/2020,2001,1
5435,26/05/2020,2007,1
5436,26/05/2020,2023,1
5437,26/05/2020,2065,3
5438,26/05/2020,2113,1
5439,26/05/2020,2118,1
5440,26/05/2020,2133,1
5441,26/05/2020,2166,1
5442,26/05/2020,2174,1
5443,26/05/2020,2175,1
5444,26/05/2020,2226,4
5445,26/05/2020,2227,1
5446,26/05/2020,2244,1
5447,26/05/2020,2280,1
5448,26/05/2020,2281,5
5449,26/05/2020,2335,1
5450,26/05/2020,2336,1
5451,26/05/2020,2337,2
5452,26/05/2020,2338,1
5453,26/05/2020,2391,1
5454,26/05/2020,2393,2
5455,26/05/2020,2498,2
5557,27/05/2020,525,1
5558,27/05/2020,526,3
5559,27/05/2020,531,1
5560,27/05/2020,640,1
5561,27/05/2020,683,2
5562,27/05/2020,741,1
5563,27/05/2020,748,1
5564,27/05/2020,750,2
5565,27/05/2020,804,1
5566,27/05/2020,836,1
5567,27/05/2020,910,1
5568,27/05/2020,911,1
5569,27/05/2020,913,1
5570,27/05/2020,916,1
5571,27/05/2020,923,1
5572,27/05/2020,962,1
5573,27/05/2020,966,1
5574,27/05/2020,973,1
5575,27/05/2020,974,1
5576,27/05/2020,1005,1
5577,27/05/2020,1018,1
5578,27/05/2020,1022,3
5579,27/05/2020,1025,2
5580,27/05/2020,1028,1
5581,27/05/2020,1060,1
5582,27/05/2020,1072,1
5583,27/05/2020,1073,2
5584,27/05/2020,1074,1
5585,27/05/2020,1075,1
5586,27/05/2020,1076,2
5587,27/05/2020,1079,1
5588,27/05/2020,1080,1
5589,27/05/2020,1082,2
5590,27/05/2020,1083,2
5591,27/05/2020,1084,1
5592,27/05/2020,1089,2
5593,27/05/2020,1117,1
5594,27/05/2020,1128,2
5595,27/05/2020,1129,1
5596,27/05/2020,1135,2
5597,27/05/2020,1136,1
5598,27/05/2020,1138,3
5599,27/05/2020,1139,1
5600,27/05/2020,1140,1
5601,27/05/2020,1141,1
5602,27/05/2020,1144,1
5603,27/05/2020,1146,1
5604,27/05/2020,1173,1
5605,27/05/2020,1183,2
5606,27/05/2020,1184,1
5607,27/05/2020,1185,1
5608,27/05/2020,1190,1
5609,27/05/2020,1193,3
5610,27/05/2020,1194,1
5611,27/05/2020,1196,1
5612,27/05/2020,1197,1
5613,27/05/2020,1198,1
5614,27/05/2020,1237,1
5615,27/05/2020,1239,1
5616,27/05/2020,1240,1
5617,27/05/2020,1243,1
5618,27/05/2020,1245,1
5619,27/05/2020,1247,2
5620,27/05/2020,1250,2
5621,27/05/2020,1251,1
5622,27/05/2020,1293,1
5623,27/05/2020,1295,1
5624,27/05/2020,1299,3
5625,27/05/2020,1302,1
5626,27/05/2020,1304,2
5627,27/05/2020,1305,1
5628,27/05/2020,1348,1
5629,27/05/2020,1349,1
5630,27/05/2020,1350,2
5631,27/05/2020,1351,1
5632,27/05/2020,1365,1
5633,27/05/2020,1389,1
5634,27/05/2020,1406,2
5635,27/05/2020,1409,2
5636,27/05/2020,1410,2
5637,27/05/2020,1411,1
5638,27/05/2020,1412,1
5639,27/05/2020,1414,2
5640,27/05/2020,1415,1
5641,27/05/2020,1416,1
5642,27/05/2020,1417,1
5643,27/05/2020,1419,1
5644,27/05/2020,1459,1
5645,27/05/2020,1460,1
5646,27/05/2020,1464,2
5647,27/05/2020,1465,2
5648,27/05/2020,1466,2
5649,27/05/2020,1467,3
5650,27/05/2020,1468,3
5651,27/05/2020,1469,1
5652,27/05/2020,1471,2
5653,27/05/2020,1477,1
5654,27/05/2020,1513,2
5655,27/05/2020,1514,1
5656,27/05/2020,1515,2
5657,27/05/2020,1516,1
5658,27/05/2020,1519,1
5659,27/05/2020,1523,1
5660,27/05/2020,1525,1
5661,27/05/2020,1526,1
5662,27/05/2020,1567,1
5663,27/05/2020,1574,2
5664,27/05/2020,1578,1
5665,27/05/2020,1579,2
5666,27/05/2020,1581,1
5667,27/05/2020,1582,3
5668,27/05/2020,1619,2
5669,27/05/2020,1623,3
5670,27/05/2020,1625,1
5671,27/05/2020,1627,1
5672,27/05/2020,1628,1
5673,27/05/2020,1630,4
5674,27/05/2020,1631,2
5675,27/05/2020,1634,3
5676,27/05/2020,1637,1
5677,27/05/2020,1638,1
5678,27/05/2020,1639,1
5679,27/05/2020,1675,1
5680,27/05/2020,1679,4
5681,27/05/2020,1681,5
5682,27/05/2020,1682,1
5683,27/05/2020,1683,2
5684,27/05/2020,1684,1
5685,27/05/2020,1686,2
5686,27/05/2020,1689,1
5687,27/05/2020,1690,1
5688,27/05/2020,1691,2
5689,27/05/2020,1692,1
5690,27/05/2020,1693,1
5691,27/05/2020,1696,2
5692,27/05/2020,1697,1
5693,27/05/2020,1732,1
5694,27/05/2020,1735,1
5695,27/05/2020,1736,3
5696,27/05/2020,1740,3
5697,27/05/2020,1742,2
5698,27/05/2020,1743,2
5699,27/05/2020,1744,3
5700,27/05/2020,1747,3
5701,27/05/2020,1786,1
5702,27/05/2020,1793,1
5703,27/05/2020,1796,1
5704,27/05/2020,1799,1
5705,27/05/2020,1800,1
5706,27/05/2020,1803,1
5707,27/05/2020,1804,1
5708,27/05/2020,1832,1
5709,27/05/2020,1840,1
5710,27/05/2020,1843,1
5711,27/05/2020,1855,1
5712,27/05/2020,1857,2
5713,27/05/2020,1896,1
5714,27/05/2020,1910,2
5715,27/05/2020,2016,2
5716,27/05/2020,2022,1
5717,27/05/2020,2077,1
5718,27/05/2020,2078,1
5719,27/05/2020,2133,1
5720,27/05/2020,2189,7
5721,27/05/2020,2334,1
5722,27/05/2020,2393,1
5825,28/05/2020,414,1
5826,28/05/2020,641,1
5827,28/05/2020,687,1
5828,28/05/2020,688,3
5829,28/05/2020,799,1
5830,28/05/2020,804,2
5831,28/05/2020,856,1
5832,28/05/2020,859,2
5833,28/05/2020,860,1
5834,28/05/2020,895,1
5835,28/05/2020,912,1
5836,28/05/2020,914,1
5837,28/05/2020,917,14
5838,28/05/2020,947,1
5839,28/05/2020,949,1
5840,28/05/2020,965,1
5841,28/05/2020,971,3
5842,28/05/2020,972,1
5843,28/05/2020,1007,2
5844,28/05/2020,1018,1
5845,28/05/2020,1026,2
5846,28/05/2020,1028,5
5847,28/05/2020,1030,1
5848,28/05/2020,1032,1
5849,28/05/2020,1063,1
5850,28/05/2020,1065,2
5851,28/05/2020,1074,2
5852,28/05/2020,1076,1
5853,28/05/2020,1081,1
5854,28/05/2020,1083,8
5855,28/05/2020,1084,1
5856,28/05/2020,1113,1
5857,28/05/2020,1115,13
5858,28/05/2020,1118,2
5859,28/05/2020,1120,1
5860,28/05/2020,1121,1
5861,28/05/2020,1128,3
5862,28/05/2020,1130,2
5863,28/05/2020,1131,1
5864,28/05/2020,1133,1
5865,28/05/2020,1134,1
5866,28/05/2020,1137,6
5867,28/05/2020,1143,3
5868,28/05/2020,1144,1
5869,28/05/2020,1171,2
5870,28/05/2020,1182,2
5871,28/05/2020,1184,1
5872,28/05/2020,1190,1
5873,28/05/2020,1191,6
5874,28/05/2020,1192,3
5875,28/05/2020,1193,1
5876,28/05/2020,1194,2
5877,28/05/2020,1197,2
5878,28/05/2020,1221,1
5879,28/05/2020,1241,1
5880,28/05/2020,1245,2
5881,28/05/2020,1246,1
5882,28/05/2020,1248,5
5883,28/05/2020,1249,1
5884,28/05/2020,1250,2
5885,28/05/2020,1251,1
5886,28/05/2020,1256,1
5887,28/05/2020,1280,3
5888,28/05/2020,1287,1
5889,28/05/2020,1295,1
5890,28/05/2020,1299,2
5891,28/05/2020,1300,1
5892,28/05/2020,1302,1
5893,28/05/2020,1305,2
5894,28/05/2020,1306,4
5895,28/05/2020,1311,1
5896,28/05/2020,1349,1
5897,28/05/2020,1361,2
5898,28/05/2020,1389,1
5899,28/05/2020,1395,1
5900,28/05/2020,1408,1
5901,28/05/2020,1409,1
5902,28/05/2020,1410,1
5903,28/05/2020,1412,3
5904,28/05/2020,1413,1
5905,28/05/2020,1415,1
5906,28/05/2020,1423,1
5907,28/05/2020,1457,1
5908,28/05/2020,1458,1
5909,28/05/2020,1460,2
5910,28/05/2020,1461,1
5911,28/05/2020,1463,1
5912,28/05/2020,1464,4
5913,28/05/2020,1466,1
5914,28/05/2020,1468,2
5915,28/05/2020,1469,1
5916,28/05/2020,1470,2
5917,28/05/2020,1512,1
5918,28/05/2020,1515,1
5919,28/05/2020,1521,1
5920,28/05/2020,1522,1
5921,28/05/2020,1567,1
5922,28/05/2020,1568,1
5923,28/05/2020,1583,1
5924,28/05/2020,1615,1
5925,28/05/2020,1618,1
5926,28/05/2020,1628,1
5927,28/05/2020,1630,1
5928,28/05/2020,1657,1
5929,28/05/2020,1681,1
5930,28/05/2020,1682,2
5931,28/05/2020,1684,2
5932,28/05/2020,1685,2
5933,28/05/2020,1692,2
5934,28/05/2020,1693,2
5935,28/05/2020,1694,2
5936,28/05/2020,1726,1
5937,28/05/2020,1736,1
5938,28/05/2020,1739,1
5939,28/05/2020,1740,2
5940,28/05/2020,1744,2
5941,28/05/2020,1746,1
5942,28/05/2020,1747,1
5943,28/05/2020,1748,1
5944,28/05/2020,1783,1
5945,28/05/2020,1803,1
5946,28/05/2020,1805,1
5947,28/05/2020,1833,1
5948,28/05/2020,1857,1
5949,28/05/2020,1858,2
5950,28/05/2020,1861,1
5951,28/05/2020,1910,2
5952,28/05/2020,1915,1
5953,28/05/2020,1916,1
5954,28/05/2020,1944,1
5955,28/05/2020,1947,1
5956,28/05/2020,1967,2
5957,28/05/2020,1972,1
5958,28/05/2020,2000,1
5959,28/05/2020,2006,1
5960,28/05/2020,2083,1
5961,28/05/2020,2189,1
5962,28/05/2020,2232,1
5963,28/05/2020,2282,1
5964,28/05/2020,2284,1
6070,29/05/2020,319,1
6071,29/05/2020,637,1
6072,29/05/2020,748,2
6073,29/05/2020,749,1
6074,29/05/2020,750,1
6075,29/05/2020,856,1
6076,29/05/2020,858,1
6077,29/05/2020,911,1
6078,29/05/2020,912,3
6079,29/05/2020,915,1
6080,29/05/2020,916,2
6081,29/05/2020,919,1
6082,29/05/2020,921,2
6083,29/05/2020,966,1
6084,29/05/2020,968,1
6085,29/05/2020,1005,1
6086,29/05/2020,1006,1
6087,29/05/2020,1023,1
6088,29/05/2020,1028,1
6089,29/05/2020,1066,1
6090,29/05/2020,1068,2
6091,29/05/2020,1073,1
6092,29/05/2020,1074,2
6093,29/05/2020,1075,1
6094,29/05/2020,1076,1
6095,29/05/2020,1077,1
6096,29/05/2020,1083,2
6097,29/05/2020,1114,1
6098,29/05/2020,1115,3
6099,29/05/2020,1118,2
6100,29/05/2020,1121,2
6101,29/05/2020,1122,2
6102,29/05/2020,1123,1
6103,29/05/2020,1128,1
6104,29/05/2020,1130,1
6105,29/05/2020,1133,2
6106,29/05/2020,1137,2
6107,29/05/2020,1142,1
6108,29/05/2020,1170,2
6109,29/05/2020,1172,2
6110,29/05/2020,1177,1
6111,29/05/2020,1184,1
6112,29/05/2020,1185,1
6113,29/05/2020,1186,1
6114,29/05/2020,1192,1
6115,29/05/2020,1193,3
6116,29/05/2020,1194,1
6117,29/05/2020,1195,1
6118,29/05/2020,1199,1
6119,29/05/2020,1225,1
6120,29/05/2020,1226,1
6121,29/05/2020,1228,1
6122,29/05/2020,1230,1
6123,29/05/2020,1232,2
6124,29/05/2020,1246,2
6125,29/05/2020,1248,1
6126,29/05/2020,1282,1
