,Registration Date,fips,size
3230,17/05/2020,1853,1
3231,17/05/2020,1857,2
3232,17/05/2020,1859,1
3233,17/05/2020,1895,1
3234,17/05/2020,1896,2
3235,17/05/2020,1910,1
3236,17/05/2020,1911,1
3237,17/05/2020,1912,1
3238,17/05/2020,1939,1
3239,17/05/2020,1951,3
3240,17/05/2020,2018,1
3241,17/05/2020,2021,1
3242,17/05/2020,2055,1
3243,17/05/2020,2061,1
3244,17/05/2020,2065,1
3245,17/05/2020,2133,1
3246,17/05/2020,2138,1
3247,17/05/2020,2169,1
3248,17/05/2020,2189,1
3317,18/05/2020,469,1
3318,18/05/2020,532,1
3319,18/05/2020,584,1
3320,18/05/2020,585,1
3321,18/05/2020,587,1
3322,18/05/2020,637,1
3323,18/05/2020,686,1
3324,18/05/2020,689,1
3325,18/05/2020,696,1
3326,18/05/2020,748,1
3327,18/05/2020,802,1
3328,18/05/2020,804,1
3329,18/05/2020,856,1
3330,18/05/2020,858,1
3331,18/05/2020,909,1
3332,18/05/2020,910,1
3333,18/05/2020,911,2
3334,18/05/2020,912,1
3335,18/05/2020,914,1
3336,18/05/2020,918,1
3337,18/05/2020,920,4
3338,18/05/2020,923,1
3339,18/05/2020,965,1
3340,18/05/2020,970,1
3341,18/05/2020,1015,1
3342,18/05/2020,1018,2
3343,18/05/2020,1021,1
3344,18/05/2020,1024,1
3345,18/05/2020,1031,1
3346,18/05/2020,1058,1
3347,18/05/2020,1059,1
3348,18/05/2020,1063,1
3349,18/05/2020,1064,1
3350,18/05/2020,1066,2
3351,18/05/2020,1067,1
3352,18/05/2020,1071,1
3353,18/05/2020,1072,3
3354,18/05/2020,1073,3
3355,18/05/2020,1074,1
3356,18/05/2020,1075,3
3357,18/05/2020,1077,1
3358,18/05/2020,1079,1
3359,18/05/2020,1080,2
3360,18/05/2020,1081,2
3361,18/05/2020,1083,2
3362,18/05/2020,1119,4
3363,18/05/2020,1125,1
3364,18/05/2020,1128,3
3365,18/05/2020,1129,2
3366,18/05/2020,1132,1
3367,18/05/2020,1136,1
3368,18/05/2020,1138,1
3369,18/05/2020,1139,2
3370,18/05/2020,1143,4
3371,18/05/2020,1144,3
3372,18/05/2020,1171,1
3373,18/05/2020,1184,1
3374,18/05/2020,1185,1
3375,18/05/2020,1186,1
3376,18/05/2020,1191,1
3377,18/05/2020,1192,3
3378,18/05/2020,1193,2
3379,18/05/2020,1195,1
3380,18/05/2020,1197,1
3381,18/05/2020,1235,5
3382,18/05/2020,1238,1
3383,18/05/2020,1242,1
3384,18/05/2020,1245,3
3385,18/05/2020,1246,1
3386,18/05/2020,1247,1
3387,18/05/2020,1248,3
3388,18/05/2020,1278,1
3389,18/05/2020,1284,1
3390,18/05/2020,1289,1
3391,18/05/2020,1293,2
3392,18/05/2020,1294,1
3393,18/05/2020,1295,1
3394,18/05/2020,1296,1
3395,18/05/2020,1299,3
3396,18/05/2020,1300,1
3397,18/05/2020,1302,1
3398,18/05/2020,1304,1
3399,18/05/2020,1308,1
3400,18/05/2020,1338,1
3401,18/05/2020,1351,1
3402,18/05/2020,1355,1
3403,18/05/2020,1356,1
3404,18/05/2020,1359,1
3405,18/05/2020,1360,1
3406,18/05/2020,1408,1
3407,18/05/2020,1409,1
3408,18/05/2020,1411,2
3409,18/05/2020,1412,1
3410,18/05/2020,1414,3
3411,18/05/2020,1415,3
3412,18/05/2020,1420,1
3413,18/05/2020,1421,1
3414,18/05/2020,1458,2
3415,18/05/2020,1460,1
3416,18/05/2020,1461,1
3417,18/05/2020,1463,2
3418,18/05/2020,1464,1
3419,18/05/2020,1466,1
3420,18/05/2020,1467,5
3421,18/05/2020,1468,2
3422,18/05/2020,1469,2
3423,18/05/2020,1470,1
3424,18/05/2020,1471,2
3425,18/05/2020,1473,2
3426,18/05/2020,1474,2
3427,18/05/2020,1513,3
3428,18/05/2020,1514,1
3429,18/05/2020,1515,1
3430,18/05/2020,1516,2
3431,18/05/2020,1521,1
3432,18/05/2020,1522,2
3433,18/05/2020,1523,3
3434,18/05/2020,1524,3
3435,18/05/2020,1525,1
3436,18/05/2020,1527,2
3437,18/05/2020,1529,1
3438,18/05/2020,1583,2
3439,18/05/2020,1585,1
3440,18/05/2020,1586,1
3441,18/05/2020,1613,1
3442,18/05/2020,1626,1
3443,18/05/2020,1628,3
3444,18/05/2020,1629,4
3445,18/05/2020,1630,2
3446,18/05/2020,1664,1
3447,18/05/2020,1675,1
3448,18/05/2020,1681,1
3449,18/05/2020,1683,5
3450,18/05/2020,1684,2
3451,18/05/2020,1685,1
3452,18/05/2020,1692,1
3453,18/05/2020,1694,1
3454,18/05/2020,1697,1
3455,18/05/2020,1725,2
3456,18/05/2020,1735,1
3457,18/05/2020,1736,1
3458,18/05/2020,1740,4
3459,18/05/2020,1741,3
3460,18/05/2020,1743,2
3461,18/05/2020,1744,1
3462,18/05/2020,1745,1
3463,18/05/2020,1751,1
3464,18/05/2020,1799,1
3465,18/05/2020,1844,1
3466,18/05/2020,1853,1
3467,18/05/2020,1856,1
3468,18/05/2020,1861,1
3469,18/05/2020,1885,1
3470,18/05/2020,1911,1
3471,18/05/2020,1914,1
3472,18/05/2020,1965,1
3473,18/05/2020,2005,2
3474,18/05/2020,2021,1
3475,18/05/2020,2056,1
3476,18/05/2020,2058,1
3477,18/05/2020,2060,1
3478,18/05/2020,2061,2
3479,18/05/2020,2219,5
3480,18/05/2020,2229,1
3481,18/05/2020,2231,1
3482,18/05/2020,2288,1
3483,18/05/2020,2339,1
3484,18/05/2020,2395,1
3485,18/05/2020,2445,1
3486,18/05/2020,2446,1
3552,19/05/2020,528,1
3553,19/05/2020,748,6
3554,19/05/2020,749,1
3555,19/05/2020,801,1
3556,19/05/2020,855,11
3557,19/05/2020,856,1
3558,19/05/2020,910,1
3559,19/05/2020,912,3
3560,19/05/2020,918,2
3561,19/05/2020,919,1
3562,19/05/2020,921,1
3563,19/05/2020,951,1
3564,19/05/2020,966,1
3565,19/05/2020,967,6
3566,19/05/2020,973,1
3567,19/05/2020,976,2
3568,19/05/2020,1007,1
3569,19/05/2020,1022,1
3570,19/05/2020,1023,1
3571,19/05/2020,1034,1
3572,19/05/2020,1060,1
3573,19/05/2020,1072,1
3574,19/05/2020,1073,1
3575,19/05/2020,1074,2
3576,19/05/2020,1076,4
3577,19/05/2020,1077,1
3578,19/05/2020,1078,1
3579,19/05/2020,1081,1
3580,19/05/2020,1082,1
3581,19/05/2020,1089,1
3582,19/05/2020,1121,2
3583,19/05/2020,1122,2
3584,19/05/2020,1123,2
3585,19/05/2020,1129,1
3586,19/05/2020,1144,9
3587,19/05/2020,1146,1
3588,19/05/2020,1173,1
3589,19/05/2020,1174,1
3590,19/05/2020,1176,1
3591,19/05/2020,1177,1
3592,19/05/2020,1192,1
3593,19/05/2020,1224,3
3594,19/05/2020,1227,2
3595,19/05/2020,1230,1
3596,19/05/2020,1233,1
3597,19/05/2020,1246,1
3598,19/05/2020,1279,1
3599,19/05/2020,1282,1
3600,19/05/2020,1289,4
3601,19/05/2020,1291,1
3602,19/05/2020,1293,2
3603,19/05/2020,1294,1
3604,19/05/2020,1295,7
3605,19/05/2020,1296,1
3606,19/05/2020,1345,1
3607,19/05/2020,1350,6
3608,19/05/2020,1351,1
3609,19/05/2020,1354,1
3610,19/05/2020,1356,1
3611,19/05/2020,1357,2
3612,19/05/2020,1389,1
3613,19/05/2020,1396,1
3614,19/05/2020,1397,2
3615,19/05/2020,1399,2
3616,19/05/2020,1403,1
3617,19/05/2020,1405,2
3618,19/05/2020,1406,1
3619,19/05/2020,1416,1
3620,19/05/2020,1420,3
3621,19/05/2020,1421,1
3622,19/05/2020,1446,1
3623,19/05/2020,1457,1
3624,19/05/2020,1459,1
3625,19/05/2020,1461,1
3626,19/05/2020,1464,1
3627,19/05/2020,1468,2
3628,19/05/2020,1502,1
3629,19/05/2020,1508,3
3630,19/05/2020,1509,2
3631,19/05/2020,1510,3
3632,19/05/2020,1513,1
3633,19/05/2020,1514,1
3634,19/05/2020,1517,1
3635,19/05/2020,1521,1
3636,19/05/2020,1522,2
3637,19/05/2020,1557,1
3638,19/05/2020,1567,1
3639,19/05/2020,1581,1
3640,19/05/2020,1613,1
3641,19/05/2020,1620,1
3642,19/05/2020,1623,1
3643,19/05/2020,1626,1
3644,19/05/2020,1629,2
3645,19/05/2020,1670,1
3646,19/05/2020,1671,1
3647,19/05/2020,1672,4
3648,19/05/2020,1675,7
3649,19/05/2020,1679,1
3650,19/05/2020,1692,4
3651,19/05/2020,1721,1
3652,19/05/2020,1722,10
3653,19/05/2020,1725,1
3654,19/05/2020,1726,2
3655,19/05/2020,1727,1
3656,19/05/2020,1728,1
3657,19/05/2020,1731,2
3658,19/05/2020,1736,2
3659,19/05/2020,1740,2
3660,19/05/2020,1776,1
3661,19/05/2020,1777,2
3662,19/05/2020,1781,2
3663,19/05/2020,1782,1
3664,19/05/2020,1786,2
3665,19/05/2020,1797,1
3666,19/05/2020,1798,1
3667,19/05/2020,1831,1
3668,19/05/2020,1856,1
3669,19/05/2020,1857,1
3670,19/05/2020,1885,1
3671,19/05/2020,1891,1
3672,19/05/2020,1893,1
3673,19/05/2020,1895,1
3674,19/05/2020,1909,1
3675,19/05/2020,1913,1
3676,19/05/2020,1917,1
3677,19/05/2020,1938,1
3678,19/05/2020,1939,3
3679,19/05/2020,1942,1
3680,19/05/2020,1951,1
3681,19/05/2020,1952,1
3682,19/05/2020,1965,1
3683,19/05/2020,2005,1
3684,19/05/2020,2006,1
3685,19/05/2020,2007,1
3686,19/05/2020,2019,1
3687,19/05/2020,2052,1
3688,19/05/2020,2064,1
3689,19/05/2020,2065,1
3690,19/05/2020,2075,1
3691,19/05/2020,2169,2
3692,19/05/2020,2173,1
3693,19/05/2020,2189,1
3694,19/05/2020,2226,1
3695,19/05/2020,2281,4
3696,19/05/2020,2283,3
3697,19/05/2020,2331,1
3698,19/05/2020,2339,2
3699,19/05/2020,2342,1
3700,19/05/2020,2392,2
3701,19/05/2020,2393,1
3774,20/05/2020,536,1
3775,20/05/2020,585,1
3776,20/05/2020,586,2
3777,20/05/2020,587,4
3778,20/05/2020,639,3
3779,20/05/2020,640,1
3780,20/05/2020,641,2
3781,20/05/2020,690,1
3782,20/05/2020,694,2
3783,20/05/2020,696,1
3784,20/05/2020,749,1
3785,20/05/2020,750,1
3786,20/05/2020,802,1
3787,20/05/2020,805,6
3788,20/05/2020,836,2
3789,20/05/2020,856,1
3790,20/05/2020,858,1
3791,20/05/2020,859,2
3792,20/05/2020,860,1
3793,20/05/2020,908,1
3794,20/05/2020,910,2
3795,20/05/2020,918,1
3796,20/05/2020,967,1
3797,20/05/2020,968,1
3798,20/05/2020,970,1
3799,20/05/2020,973,1
3800,20/05/2020,1005,2
3801,20/05/2020,1006,1
3802,20/05/2020,1014,3
3803,20/05/2020,1018,1
3804,20/05/2020,1021,3
3805,20/05/2020,1023,1
3806,20/05/2020,1027,1
3807,20/05/2020,1028,1
3808,20/05/2020,1059,3
3809,20/05/2020,1060,1
3810,20/05/2020,1061,2
3811,20/05/2020,1063,1
3812,20/05/2020,1065,1
3813,20/05/2020,1066,1
3814,20/05/2020,1067,1
3815,20/05/2020,1073,3
3816,20/05/2020,1077,2
3817,20/05/2020,1080,1
3818,20/05/2020,1087,1
3819,20/05/2020,1115,3
3820,20/05/2020,1116,1
3821,20/05/2020,1118,1
3822,20/05/2020,1119,4
3823,20/05/2020,1123,1
3824,20/05/2020,1126,1
3825,20/05/2020,1128,4
3826,20/05/2020,1131,1
3827,20/05/2020,1133,1
3828,20/05/2020,1135,1
3829,20/05/2020,1136,2
3830,20/05/2020,1137,1
3831,20/05/2020,1139,2
3832,20/05/2020,1142,1
3833,20/05/2020,1169,1
3834,20/05/2020,1170,3
3835,20/05/2020,1171,1
3836,20/05/2020,1172,1
3837,20/05/2020,1174,3
3838,20/05/2020,1176,2
3839,20/05/2020,1177,2
3840,20/05/2020,1183,3
3841,20/05/2020,1184,3
3842,20/05/2020,1190,1
3843,20/05/2020,1199,1
3844,20/05/2020,1228,2
3845,20/05/2020,1235,5
3846,20/05/2020,1238,2
3847,20/05/2020,1239,1
3848,20/05/2020,1240,1
3849,20/05/2020,1243,1
3850,20/05/2020,1246,1
3851,20/05/2020,1250,1
3852,20/05/2020,1251,1
3853,20/05/2020,1281,2
3854,20/05/2020,1287,2
3855,20/05/2020,1294,1
3856,20/05/2020,1295,1
3857,20/05/2020,1298,1
3858,20/05/2020,1299,1
3859,20/05/2020,1300,1
3860,20/05/2020,1301,1
3861,20/05/2020,1304,1
3862,20/05/2020,1308,1
3863,20/05/2020,1309,1
3864,20/05/2020,1310,1
3865,20/05/2020,1349,3
3866,20/05/2020,1350,4
3867,20/05/2020,1355,1
3868,20/05/2020,1357,3
3869,20/05/2020,1360,2
3870,20/05/2020,1396,1
3871,20/05/2020,1411,1
3872,20/05/2020,1455,1
3873,20/05/2020,1457,1
3874,20/05/2020,1458,1
3875,20/05/2020,1468,5
3876,20/05/2020,1469,2
3877,20/05/2020,1512,1
3878,20/05/2020,1513,4
3879,20/05/2020,1514,2
3880,20/05/2020,1515,1
3881,20/05/2020,1519,1
3882,20/05/2020,1520,1
3883,20/05/2020,1522,1
3884,20/05/2020,1526,1
3885,20/05/2020,1558,1
3886,20/05/2020,1579,1
3887,20/05/2020,1580,2
3888,20/05/2020,1581,1
3889,20/05/2020,1582,1
3890,20/05/2020,1626,2
3891,20/05/2020,1627,3
3892,20/05/2020,1629,3
3893,20/05/2020,1630,2
3894,20/05/2020,1634,1
3895,20/05/2020,1637,1
3896,20/05/2020,1642,1
3897,20/05/2020,1660,1
3898,20/05/2020,1675,2
3899,20/05/2020,1676,1
3900,20/05/2020,1683,2
3901,20/05/2020,1686,2
3902,20/05/2020,1691,1
3903,20/05/2020,1692,1
3904,20/05/2020,1697,1
3905,20/05/2020,1727,1
3906,20/05/2020,1735,1
3907,20/05/2020,1736,3
3908,20/05/2020,1740,5
3909,20/05/2020,1741,1
3910,20/05/2020,1743,1
3911,20/05/2020,1745,1
3912,20/05/2020,1797,1
3913,20/05/2020,1799,3
3914,20/05/2020,1800,1
3915,20/05/2020,1802,2
3916,20/05/2020,1803,1
3917,20/05/2020,1840,1
3918,20/05/2020,1844,2
3919,20/05/2020,1887,1
3920,20/05/2020,1919,1
3921,20/05/2020,1948,1
3922,20/05/2020,1949,1
3923,20/05/2020,1950,1
3924,20/05/2020,2002,1
3925,20/05/2020,2021,9
3926,20/05/2020,2022,2
3927,20/05/2020,2058,1
3928,20/05/2020,2078,1
3929,20/05/2020,2111,3
3930,20/05/2020,2226,2
3931,20/05/2020,2272,1
3932,20/05/2020,2280,1
3933,20/05/2020,2282,1
3934,20/05/2020,2333,1
3935,20/05/2020,2338,1
3936,20/05/2020,2391,1
3937,20/05/2020,2395,1
4012,21/05/2020,471,2
4013,21/05/2020,526,1
4014,21/05/2020,536,1
4015,21/05/2020,581,1
4016,21/05/2020,632,1
4017,21/05/2020,637,1
4018,21/05/2020,638,1
4019,21/05/2020,747,1
4020,21/05/2020,749,1
4021,21/05/2020,855,1
4022,21/05/2020,856,1
4023,21/05/2020,894,3
4024,21/05/2020,910,3
4025,21/05/2020,914,1
4026,21/05/2020,917,1
4027,21/05/2020,919,1
4028,21/05/2020,950,1
4029,21/05/2020,951,1
4030,21/05/2020,969,3
4031,21/05/2020,974,1
4032,21/05/2020,975,1
4033,21/05/2020,1008,1
4034,21/05/2020,1018,2
4035,21/05/2020,1021,1
4036,21/05/2020,1022,1
4037,21/05/2020,1028,1
4038,21/05/2020,1061,1
4039,21/05/2020,1073,1
4040,21/05/2020,1077,1
4041,21/05/2020,1078,1
4042,21/05/2020,1079,2
4043,21/05/2020,1080,2
4044,21/05/2020,1082,1
4045,21/05/2020,1083,2
4046,21/05/2020,1131,2
4047,21/05/2020,1135,1
4048,21/05/2020,1136,1
4049,21/05/2020,1137,1
4050,21/05/2020,1138,1
4051,21/05/2020,1141,2
4052,21/05/2020,1144,1
4053,21/05/2020,1174,2
4054,21/05/2020,1186,1
4055,21/05/2020,1188,1
4056,21/05/2020,1193,1
4057,21/05/2020,1194,2
4058,21/05/2020,1195,1
4059,21/05/2020,1196,1
4060,21/05/2020,1228,1
4061,21/05/2020,1240,1
4062,21/05/2020,1244,1
4063,21/05/2020,1246,2
4064,21/05/2020,1249,1
4065,21/05/2020,1251,2
4066,21/05/2020,1295,3
4067,21/05/2020,1296,1
4068,21/05/2020,1299,3
4069,21/05/2020,1300,1
4070,21/05/2020,1302,1
4071,21/05/2020,1303,2
4072,21/05/2020,1304,1
4073,21/05/2020,1310,1
4074,21/05/2020,1346,1
4075,21/05/2020,1348,1
4076,21/05/2020,1349,1
4077,21/05/2020,1353,1
4078,21/05/2020,1357,2
4079,21/05/2020,1359,1
4080,21/05/2020,1360,2
4081,21/05/2020,1402,1
4082,21/05/2020,1405,4
4083,21/05/2020,1409,2
4084,21/05/2020,1410,1
4085,21/05/2020,1411,2
4086,21/05/2020,1415,1
4087,21/05/2020,1419,2
4088,21/05/2020,1424,1
4089,21/05/2020,1453,1
4090,21/05/2020,1459,1
4091,21/05/2020,1463,1
4092,21/05/2020,1464,1
4093,21/05/2020,1467,4
4094,21/05/2020,1468,2
4095,21/05/2020,1469,1
4096,21/05/2020,1470,1
4097,21/05/2020,1512,1
4098,21/05/2020,1513,2
4099,21/05/2020,1514,1
4100,21/05/2020,1515,4
4101,21/05/2020,1521,3
4102,21/05/2020,1523,1
4103,21/05/2020,1525,2
4104,21/05/2020,1527,1
4105,21/05/2020,1528,1
4106,21/05/2020,1567,1
4107,21/05/2020,1572,3
4108,21/05/2020,1574,1
4109,21/05/2020,1576,1
4110,21/05/2020,1578,1
4111,21/05/2020,1580,2
4112,21/05/2020,1581,4
4113,21/05/2020,1583,2
4114,21/05/2020,1587,1
4115,21/05/2020,1627,1
4116,21/05/2020,1628,5
4117,21/05/2020,1629,4
4118,21/05/2020,1630,1
4119,21/05/2020,1631,1
4120,21/05/2020,1634,1
4121,21/05/2020,1642,1
4122,21/05/2020,1681,1
4123,21/05/2020,1683,2
4124,21/05/2020,1686,1
4125,21/05/2020,1688,1
4126,21/05/2020,1731,1
4127,21/05/2020,1732,1
4128,21/05/2020,1736,1
4129,21/05/2020,1738,1
4130,21/05/2020,1740,8
4131,21/05/2020,1742,1
4132,21/05/2020,1743,1
4133,21/05/2020,1745,2
4134,21/05/2020,1746,1
4135,21/05/2020,1747,1
4136,21/05/2020,1750,1
4137,21/05/2020,1781,1
4138,21/05/2020,1785,2
4139,21/05/2020,1786,3
4140,21/05/2020,1798,1
4141,21/05/2020,1804,1
4142,21/05/2020,1837,1
4143,21/05/2020,1840,1
4144,21/05/2020,1847,1
4145,21/05/2020,1856,1
4146,21/05/2020,1895,3
4147,21/05/2020,1913,1
4148,21/05/2020,1954,1
4149,21/05/2020,1955,1
4150,21/05/2020,2002,1
4151,21/05/2020,2006,1
4152,21/05/2020,2009,1
4153,21/05/2020,2019,1
4154,21/05/2020,2021,1
4155,21/05/2020,2022,1
4156,21/05/2020,2061,2
4157,21/05/2020,2065,3
4158,21/05/2020,2119,1
4159,21/05/2020,2174,1
4160,21/05/2020,2175,2
4161,21/05/2020,2189,1
4162,21/05/2020,2281,1
4163,21/05/2020,2282,1
4164,21/05/2020,2286,2
4165,21/05/2020,2335,1
4166,21/05/2020,2339,1
4233,22/05/2020,481,1
4234,22/05/2020,530,1
4235,22/05/2020,531,1
4236,22/05/2020,584,1
4237,22/05/2020,589,1
4238,22/05/2020,638,1
4239,22/05/2020,696,1
4240,22/05/2020,747,1
4241,22/05/2020,748,1
4242,22/05/2020,749,1
4243,22/05/2020,750,1
4244,22/05/2020,802,2
4245,22/05/2020,855,1
4246,22/05/2020,858,1
4247,22/05/2020,909,1
4248,22/05/2020,910,1
4249,22/05/2020,919,1
4250,22/05/2020,960,1
4251,22/05/2020,969,1
4252,22/05/2020,972,1
4253,22/05/2020,975,1
4254,22/05/2020,1007,1
4255,22/05/2020,1008,1
4256,22/05/2020,1010,1
4257,22/05/2020,1017,1
4258,22/05/2020,1019,2
4259,22/05/2020,1024,2
4260,22/05/2020,1026,1
4261,22/05/2020,1032,1
4262,22/05/2020,1063,1
4263,22/05/2020,1064,2
4264,22/05/2020,1068,1
4265,22/05/2020,1072,1
4266,22/05/2020,1073,1
4267,22/05/2020,1074,1
4268,22/05/2020,1075,1
4269,22/05/2020,1077,1
4270,22/05/2020,1079,1
4271,22/05/2020,1083,1
4272,22/05/2020,1086,1
4273,22/05/2020,1121,3
4274,22/05/2020,1127,1
4275,22/05/2020,1128,1
4276,22/05/2020,1131,1
4277,22/05/2020,1135,2
4278,22/05/2020,1137,2
4279,22/05/2020,1138,2
4280,22/05/2020,1143,1
4281,22/05/2020,1146,1
4282,22/05/2020,1167,1
4283,22/05/2020,1172,1
4284,22/05/2020,1175,2
4285,22/05/2020,1180,1
4286,22/05/2020,1183,1
4287,22/05/2020,1184,1
4288,22/05/2020,1185,1
4289,22/05/2020,1186,1
4290,22/05/2020,1191,1
4291,22/05/2020,1193,2
4292,22/05/2020,1196,1
4293,22/05/2020,1197,1
4294,22/05/2020,1198,1
4295,22/05/2020,1225,1
4296,22/05/2020,1229,2
4297,22/05/2020,1239,1
4298,22/05/2020,1243,4
4299,22/05/2020,1244,5
4300,22/05/2020,1245,1
4301,22/05/2020,1249,1
4302,22/05/2020,1250,1
4303,22/05/2020,1282,1
4304,22/05/2020,1287,2
4305,22/05/2020,1289,2
4306,22/05/2020,1297,1
4307,22/05/2020,1298,3
4308,22/05/2020,1299,8
4309,22/05/2020,1340,7
4310,22/05/2020,1349,1
4311,22/05/2020,1350,3
4312,22/05/2020,1353,1
4313,22/05/2020,1354,3
4314,22/05/2020,1358,2
4315,22/05/2020,1364,1
4316,22/05/2020,1365,2
4317,22/05/2020,1397,1
4318,22/05/2020,1406,2
4319,22/05/2020,1409,2
4320,22/05/2020,1410,1
4321,22/05/2020,1411,3
4322,22/05/2020,1415,1
4323,22/05/2020,1416,1
4324,22/05/2020,1417,3
4325,22/05/2020,1418,1
4326,22/05/2020,1420,1
4327,22/05/2020,1451,1
4328,22/05/2020,1458,1
4329,22/05/2020,1461,1
4330,22/05/2020,1464,1
4331,22/05/2020,1467,3
4332,22/05/2020,1468,5
4333,22/05/2020,1471,3
4334,22/05/2020,1500,1
4335,22/05/2020,1513,2
4336,22/05/2020,1516,2
4337,22/05/2020,1519,1
4338,22/05/2020,1521,1
4339,22/05/2020,1523,1
4340,22/05/2020,1524,2
4341,22/05/2020,1527,1
4342,22/05/2020,1562,1
4343,22/05/2020,1567,2
4344,22/05/2020,1568,1
4345,22/05/2020,1571,1
4346,22/05/2020,1579,2
4347,22/05/2020,1580,2
4348,22/05/2020,1581,3
4349,22/05/2020,1583,1
4350,22/05/2020,1613,1
4351,22/05/2020,1626,1
4352,22/05/2020,1627,2
4353,22/05/2020,1628,2
4354,22/05/2020,1631,1
4355,22/05/2020,1632,1
4356,22/05/2020,1633,1
4357,22/05/2020,1634,3
4358,22/05/2020,1635,1
4359,22/05/2020,1665,1
4360,22/05/2020,1675,1
4361,22/05/2020,1681,1
4362,22/05/2020,1682,1
4363,22/05/2020,1683,4
4364,22/05/2020,1684,1
4365,22/05/2020,1685,3
4366,22/05/2020,1686,1
4367,22/05/2020,1687,1
4368,22/05/2020,1689,1
4369,22/05/2020,1692,1
4370,22/05/2020,1693,3
4371,22/05/2020,1731,1
4372,22/05/2020,1734,1
4373,22/05/2020,1736,1
4374,22/05/2020,1739,2
4375,22/05/2020,1740,9
4376,22/05/2020,1741,1
4377,22/05/2020,1742,4
4378,22/05/2020,1743,1
4379,22/05/2020,1744,1
4380,22/05/2020,1782,1
4381,22/05/2020,1796,1
4382,22/05/2020,1798,3
4383,22/05/2020,1800,1
4384,22/05/2020,1802,1
4385,22/05/2020,1805,1
4386,22/05/2020,1853,1
4387,22/05/2020,1857,1
4388,22/05/2020,1859,1
4389,22/05/2020,1916,3
4390,22/05/2020,1949,1
4391,22/05/2020,1950,3
4392,22/05/2020,1953,1
4393,22/05/2020,1966,1
4394,22/05/2020,1970,1
4395,22/05/2020,2003,1
4396,22/05/2020,2005,2
4397,22/05/2020,2007,1
4398,22/05/2020,2008,1
4399,22/05/2020,2016,1
4400,22/05/2020,2018,1
4401,22/05/2020,2058,2
4402,22/05/2020,2063,1
4403,22/05/2020,2065,1
4404,22/05/2020,2077,1
4405,22/05/2020,2134,1
4406,22/05/2020,2168,1
4407,22/05/2020,2221,1
4408,22/05/2020,2379,1
4409,22/05/2020,2392,1
4481,23/05/2020,636,1
4482,23/05/2020,690,3
4483,23/05/2020,835,1
4484,23/05/2020,855,2
4485,23/05/2020,857,1
4486,23/05/2020,858,1
4487,23/05/2020,859,2
4488,23/05/2020,868,1
4489,23/05/2020,909,2
4490,23/05/2020,910,1
4491,23/05/2020,911,1
4492,23/05/2020,914,1
4493,23/05/2020,951,2
4494,23/05/2020,952,1
4495,23/05/2020,962,1
4496,23/05/2020,966,2
4497,23/05/2020,968,1
4498,23/05/2020,969,1
4499,23/05/2020,971,2
4500,23/05/2020,1008,1
4501,23/05/2020,1009,1
4502,23/05/2020,1020,1
4503,23/05/2020,1021,1
4504,23/05/2020,1023,6
4505,23/05/2020,1027,1
4506,23/05/2020,1028,1
4507,23/05/2020,1034,1
4508,23/05/2020,1063,1
4509,23/05/2020,1065,1
4510,23/05/2020,1067,1
4511,23/05/2020,1072,1
4512,23/05/2020,1074,1
4513,23/05/2020,1077,1
4514,23/05/2020,1078,1
4515,23/05/2020,1080,1
4516,23/05/2020,1082,1
4517,23/05/2020,1087,1
4518,23/05/2020,1118,3
4519,23/05/2020,1119,1
4520,23/05/2020,1120,2
4521,23/05/2020,1121,1
4522,23/05/2020,1123,2
4523,23/05/2020,1128,1
4524,23/05/2020,1129,1
4525,23/05/2020,1131,1
4526,23/05/2020,1132,1
4527,23/05/2020,1135,1
4528,23/05/2020,1136,2
4529,23/05/2020,1137,1
4530,23/05/2020,1138,1
4531,23/05/2020,1140,3
4532,23/05/2020,1143,1
4533,23/05/2020,1171,1
4534,23/05/2020,1173,1
4535,23/05/2020,1174,1
4536,23/05/2020,1176,1
4537,23/05/2020,1177,1
4538,23/05/2020,1178,3
4539,23/05/2020,1183,2
4540,23/05/2020,1184,1
4541,23/05/2020,1185,1
4542,23/05/2020,1198,1
4543,23/05/2020,1225,2
4544,23/05/2020,1232,2
4545,23/05/2020,1233,4
4546,23/05/2020,1239,1
4547,23/05/2020,1241,1
4548,23/05/2020,1244,1
4549,23/05/2020,1245,1
4550,23/05/2020,1249,1
4551,23/05/2020,1279,2
4552,23/05/2020,1282,1
4553,23/05/2020,1286,1
4554,23/05/2020,1287,5
4555,23/05/2020,1288,1
4556,23/05/2020,1290,1
4557,23/05/2020,1291,1
4558,23/05/2020,1293,1
4559,23/05/2020,1295,1
4560,23/05/2020,1296,1
4561,23/05/2020,1299,1
4562,23/05/2020,1300,3
4563,23/05/2020,1301,1
4564,23/05/2020,1302,1
4565,23/05/2020,1304,3
4566,23/05/2020,1305,1
4567,23/05/2020,1350,1
4568,23/05/2020,1351,1
4569,23/05/2020,1353,1
4570,23/05/2020,1355,1
4571,23/05/2020,1366,1
4572,23/05/2020,1395,1
4573,23/05/2020,1397,2
4574,23/05/2020,1400,1
4575,23/05/2020,1404,1
4576,23/05/2020,1405,1
4577,23/05/2020,1409,2
4578,23/05/2020,1410,1
4579,23/05/2020,1411,1
4580,23/05/2020,1444,3
4581,23/05/2020,1445,3
4582,23/05/2020,1451,1
4583,23/05/2020,1453,2
4584,23/05/2020,1457,3
4585,23/05/2020,1458,1
4586,23/05/2020,1459,3
